"File","Line","Severity","Pattern","Code","Description","Fix"
"lib\features\room\screens\voice_room_page.dart","1995","MEDIUM","StringInterpolation","SnackBar(content: Text('${participant.displayName} banned from room')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","2003","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to $action: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\screens\voice_room_page.dart","2097","HIGH","UnsafeToString","'${(_speakerTimeRemaining ~/ 60).toString().padLeft(2, '0')}:${(_speakerTimeRemaining % 60).toString().padLeft(2, '0')}',","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\services\room_moderation_service.dart","23","CRITICAL","NullAssertion","final data = room.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\room\services\room_moderation_service.dart","38","CRITICAL","NullAssertion","final data = room.data()!;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\room\services\room_moderation_service.dart","196","HIGH","UnsafeToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\services\room_moderation_service.dart","196","HIGH","PropertyChainToString","id: DateTime.now().millisecondsSinceEpoch.toString(),","Property chain ending in .toString() without null-safety","Use safe navigation: object?.property?.toString()"
"lib\features\room\widgets\camera_grid.dart","102","HIGH","UnsafeToString","error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\room\widgets\camera_quality_selector.dart","49","MEDIUM","StringInterpolation","content: Text('Quality set to: ${quality.name.toUpperCase()}'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\widgets\camera_quality_selector.dart","59","MEDIUM","StringInterpolation","content: Text('Error: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\widgets\participant_list_sidebar.dart","152","MEDIUM","StringInterpolation","child: Text('Error loading participants: $e', style: const TextStyle(color: Colors.white70)),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\widgets\raised_hands_panel.dart","51","MEDIUM","StringInterpolation","child: Text('Error loading raised hands: $e', style: const TextStyle(color: Colors.white70)),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\room\widgets\voice_room_chat_overlay.dart","210","MEDIUM","StringInterpolation","error: (err, stack) => Center(child: Text('Error: $err')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\rooms\create_room_page_complete.dart","41","CRITICAL","NullAssertion","if (!_formKey.currentState!.validate()) return;","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\rooms\create_room_page_complete.dart","73","MEDIUM","StringInterpolation","content: Text('Failed to create room: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\rooms\examples\room_usage_example.dart","139","CRITICAL","NullAssertion","'Room created: ${createState.value!.title}\nCategory: ${createState.value!.category}',","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\rooms\examples\room_usage_example.dart","166","MEDIUM","StringInterpolation","appBar: AppBar(title: Text('$category Rooms')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\rooms\examples\room_usage_example.dart","185","MEDIUM","StringInterpolation","child: Text('Error: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\rooms\examples\room_usage_example.dart","254","MEDIUM","StringInterpolation","child: Text('Error: $error'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","74","MEDIUM","StringInterpolation","child: Text('⚠️ $warning'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","119","HIGH","UnsafeToString","if (e.toString().contains('sign in again')) {","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\settings\account_settings_page.dart","124","MEDIUM","StringInterpolation","content: Text('Failed to delete account: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","135","MEDIUM","StringInterpolation","content: Text('Error: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","186","MEDIUM","StringInterpolation","content: Text('Failed to link Google account: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","231","MEDIUM","StringInterpolation","content: Text('$providerName account unlinked successfully'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","242","MEDIUM","StringInterpolation","content: Text('Failed to unlink account: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","351","MEDIUM","StringInterpolation","content: Text('Failed to export data: $e'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","369","MEDIUM","StringInterpolation","Text('• $label'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\account_settings_page.dart","708","MEDIUM","StringInterpolation","content: Text('$providerName linking coming soon'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\agora_test_page.dart","71","HIGH","UnsafeToString","_statusMessage = 'Error: ${e.toString()}';","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\settings\agora_test_page.dart","98","HIGH","UnsafeToString","_statusMessage = 'Error leaving channel: ${e.toString()}';","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\settings\agora_test_page.dart","176","MEDIUM","StringInterpolation","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle mic: $e')));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\agora_test_page.dart","194","MEDIUM","StringInterpolation","messenger.showSnackBar(SnackBar(content: Text('Failed to toggle camera: $e')));","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\blocked_users_page.dart","63","MEDIUM","StringInterpolation","content: Text('Are you sure you want to unblock $displayName?'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\blocked_users_page.dart","89","MEDIUM","StringInterpolation","SnackBar(content: Text('$displayName unblocked successfully')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\blocked_users_page.dart","95","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to unblock user: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\notification_settings_page.dart","135","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to update setting: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\privacy_settings_page.dart","102","MEDIUM","StringInterpolation","SnackBar(content: Text('Failed to save settings: $e')),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\settings\screens\settings_page.dart","37","CRITICAL","NullAssertion","? NetworkImage(currentUser!.photoUrl!) as ImageProvider","Null assertion operator (!) that can crash","Replace ! with ?? or add null check"
"lib\features\settings\screens\settings_page.dart","68","MEDIUM","StringInterpolation","subtitle: Text('${subscription.daysRemaining} days remaining'),","String interpolation in Text() that may be null","Use ${variable ?? ""default""} or ${variable?.toString()}"
"lib\features\speed_dating\providers\speed_dating_queue_cloud.dart","183","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\speed_dating\providers\speed_dating_queue_cloud.dart","216","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\speed_dating\providers\speed_dating_session_cloud.dart","186","HIGH","UnsafeToString","error: error.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\speed_dating\providers\speed_dating_session_cloud.dart","196","HIGH","UnsafeToString","error: e.toString(),","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
"lib\features\speed_dating\providers\speed_dating_session_cloud.dart","225","HIGH","UnsafeToString","state = state.copyWith(error: e.toString());","Calling .toString() without null-safety","Use ?.toString() or add ?? ""default"""
